AnthropogenicHUC_PUptake_year,AnthropogenicHUC_PUptake_day,HUC_8,AREA_ACRES,PFOR_year,PWETL_year,PAGC_year,PAGP_year,PDEV_year,PFOR_day,PWETL_day,PAGC_day,PAGP_day,PDEV_day
3693186.6920014145 kilogram,10118.319704113464 kilogram,03160108,909839.935626 acre,3451023.7332318164 kilogram,528582.4074950438 kilogram,2595558.4958951883 kilogram,569045.7886111822 kilogram,0.0 kilogram,9454.859543100867 kilogram,1448.1709794384763 kilogram,7111.1191668361325 kilogram,1559.0295578388555 kilogram,0.0 kilogram
1502641.9547645603 kilogram,4116.827273327563 kilogram,03170005,1166286.14125 acre,5449685.885505337 kilogram,413461.16421935457 kilogram,545079.9418524704 kilogram,544100.8486927354 kilogram,0.0 kilogram,14930.646261658458 kilogram,1132.7703129297386 kilogram,1493.3697037053983 kilogram,1490.6872566924258 kilogram,0.0 kilogram
3794218.3340582503 kilogram,10395.118723447262 kilogram,03170009,2146658.24319 acre,3477608.699142462 kilogram,2220056.2061352725 kilogram,1110272.9788164464 kilogram,463889.1491065313 kilogram,0.0 kilogram,9527.695066143731 kilogram,6082.345770233624 kilogram,3041.843777579305 kilogram,1270.9291756343323 kilogram,0.0 kilogram
1079074.555660863 kilogram,2956.3686456461996 kilogram,03180003,779106.202136 acre,3862546.1119378377 kilogram,208952.06640489498 kilogram,452978.26526563335 kilogram,417144.22399033466 kilogram,0.0 kilogram,10582.318114898186 kilogram,572.4714148079314 kilogram,1241.0363431935161 kilogram,1142.8608876447524 kilogram,0.0 kilogram
12533407.51112986 kilogram,34338.10277021879 kilogram,04030203,372223.064096 acre,116337.6451811877 kilogram,143208.06341009846 kilogram,12117784.927940255 kilogram,272414.5197795078 kilogram,0.0 kilogram,318.7332744690074 kilogram,392.350858657804 kilogram,33199.410761480154 kilogram,746.3411500808434 kilogram,0.0 kilogram
41608091.94941189 kilogram,113994.77246414217 kilogram,04050002,2460011.55434 acre,4895101.470003604 kilogram,858905.6875919205 kilogram,40040990.75439121 kilogram,708195.507428763 kilogram,0.0 kilogram,13411.236904119463 kilogram,2353.166267375125 kilogram,109701.34453257866 kilogram,1940.2616641883917 kilogram,0.0 kilogram
22247963.36968154 kilogram,60953.32430049737 kilogram,04050006,1288922.96158 acre,2273021.6141797737 kilogram,433318.9932649737 kilogram,21063672.854546223 kilogram,750971.5218703466 kilogram,0.0 kilogram,6227.45647720486 kilogram,1187.1753240136266 kilogram,57708.692752181436 kilogram,2057.4562243023197 kilogram,0.0 kilogram
3172423.3704396146 kilogram,8691.570877916753 kilogram,04090005,583087.916886 acre,1162457.8646853806 kilogram,268056.78450193 kilogram,2609903.241059712 kilogram,294463.3448779727 kilogram,0.0 kilogram,3184.8160676311795 kilogram,734.4021493203562 kilogram,7150.41983851976 kilogram,806.7488900766375 kilogram,0.0 kilogram
7183092.0487765 kilogram,19679.70424322329 kilogram,04100004,526950.224653 acre,273649.1089024933 kilogram,7150.486744797926 kilogram,7119708.125155725 kilogram,56233.4368759772 kilogram,0.0 kilogram,749.7235860342282 kilogram,19.59037464328199 kilogram,19506.049657960888 kilogram,154.0642106191156 kilogram,0.0 kilogram
12534454.01613146 kilogram,34340.96990720948 kilogram,04100010,949904.162561 acre,382471.04920019716 kilogram,129054.89119043486 kilogram,12302747.98775186 kilogram,102651.13718916518 kilogram,0.0 kilogram,1047.8658882197183 kilogram,353.5750443573558 kilogram,33706.158870553045 kilogram,281.2359922990827 kilogram,0.0 kilogram
1429626.4148394892 kilogram,3916.7846981903813 kilogram,04110002,512788.975824 acre,1403295.855372913 kilogram,44348.33007563688 kilogram,1212582.2603309697 kilogram,172695.8244328824 kilogram,0.0 kilogram,3844.646179103871 kilogram,121.50227417982705 kilogram,3322.143178988958 kilogram,473.13924502159557 kilogram,0.0 kilogram
18267384.04246851 kilogram,50047.62751361236 kilogram,04130002,919432.84791 acre,4150740.5259419265 kilogram,73166.91788593904 kilogram,17044027.176842026 kilogram,1150189.9477405446 kilogram,0.0 kilogram,11371.891851895689 kilogram,200.45730927654532 kilogram,46695.96486806035 kilogram,3151.2053362754646 kilogram,0.0 kilogram
4812621.528417638 kilogram,13185.264461418185 kilogram,03160106,1045130.74717 acre,3632553.130422447 kilogram,638755.6646278953 kilogram,3450626.76869587 kilogram,723239.0950938727 kilogram,0.0 kilogram,9952.200357321772 kilogram,1750.0155195284804 kilogram,9453.77196902978 kilogram,1981.4769728599254 kilogram,0.0 kilogram
1655429.4617762724 kilogram,4535.423182948692 kilogram,03160109,883955.834158 acre,4182870.9350820687 kilogram,54537.526337249976 kilogram,806296.3838313852 kilogram,794595.5516076371 kilogram,0.0 kilogram,11459.920370087859 kilogram,149.41788037602734 kilogram,2209.0311885791375 kilogram,2176.9741139935263 kilogram,0.0 kilogram
1557322.2755661802 kilogram,4266.636371414193 kilogram,03160111,772796.035973 acre,3640392.3432792113 kilogram,17382.19383274517 kilogram,848424.6079254842 kilogram,691515.4738079509 kilogram,0.0 kilogram,9973.677652819757 kilogram,47.62244885683609 kilogram,2324.450980617765 kilogram,1894.5629419395914 kilogram,0.0 kilogram
64147463.28882408 kilogram,175746.47476390158 kilogram,04030101,3237852.23766 acre,2092590.69420637 kilogram,1148026.3929502596 kilogram,59119007.951163165 kilogram,3880428.9447106533 kilogram,0.0 kilogram,5733.125189606493 kilogram,3145.2777889048207 kilogram,161969.88479770732 kilogram,10631.312177289461 kilogram,0.0 kilogram
875874.5388943021 kilogram,2399.6562709432933 kilogram,04030110,591423.392028 acre,2463643.742482273 kilogram,648918.870934999 kilogram,162119.65926569738 kilogram,64836.008693605814 kilogram,0.0 kilogram,6749.708883513076 kilogram,1777.8599203698602 kilogram,444.16345004300655 kilogram,177.6329005304269 kilogram,0.0 kilogram
20947720.401624437 kilogram,57391.01479897106 kilogram,04050004,1119911.19795 acre,1413635.511277871 kilogram,552504.6281846457 kilogram,19604591.725402266 kilogram,790624.048037526 kilogram,0.0 kilogram,3872.9740035010163 kilogram,1513.7113100949196 kilogram,53711.21020658155 kilogram,2166.0932822945915 kilogram,0.0 kilogram
16745648.258198123 kilogram,45878.488378625 kilogram,04050005,599787.92797 acre,505920.8472170873 kilogram,170703.25899013263 kilogram,16166282.502768341 kilogram,408662.4964396487 kilogram,0.0 kilogram,1386.0845129235267 kilogram,467.68016161680174 kilogram,44291.18493909135 kilogram,1119.6232779168456 kilogram,0.0 kilogram
7775991.874130902 kilogram,21304.087326386034 kilogram,04100002,695666.5892 acre,637488.3976937515 kilogram,165743.64269165698 kilogram,7223871.428928254 kilogram,386376.80251099117 kilogram,0.0 kilogram,1746.5435553253465 kilogram,454.0921717579643 kilogram,19791.428572406177 kilogram,1058.5665822218937 kilogram,0.0 kilogram
4519707.918712316 kilogram,12382.761421129633 kilogram,04110003,1351663.77867 acre,4121901.602785466 kilogram,72082.11875235176 kilogram,4101621.7072796295 kilogram,346004.0926803344 kilogram,0.0 kilogram,11292.881103521824 kilogram,197.48525685575825 kilogram,11237.319745971588 kilogram,947.956418302286 kilogram,0.0 kilogram
1740319.650417039 kilogram,4767.999042238463 kilogram,04150307,592176.544524 acre,3069311.3305411637 kilogram,255998.84382752486 kilogram,1002589.8435716231 kilogram,481730.963017891 kilogram,0.0 kilogram,8409.072138468942 kilogram,701.3666954178764 kilogram,2746.8214892373235 kilogram,1319.810857583263 kilogram,0.0 kilogram
5020532.070439772 kilogram,13754.882384766497 kilogram,05010004,783176.105937 acre,3628716.9706988437 kilogram,128486.16117333312 kilogram,4198782.544746507 kilogram,693263.3645199316 kilogram,0.0 kilogram,9941.690330681764 kilogram,352.0168799269401 kilogram,11503.513821223307 kilogram,1899.351683616251 kilogram,0.0 kilogram
3107528.558798119 kilogram,8513.776873419503 kilogram,05030204,769307.186199 acre,4378259.257136132 kilogram,2345.929716373262 kilogram,2626230.9727616883 kilogram,478951.65632005717 kilogram,0.0 kilogram,11995.230841468854 kilogram,6.427204702392499 kilogram,7195.153350032023 kilogram,1312.196318685088 kilogram,0.0 kilogram
9391953.594149943 kilogram,25731.379709999845 kilogram,05040001,1661441.81247 acre,5911693.328020903 kilogram,37240.08913002264 kilogram,8076168.93586654 kilogram,1278544.5691533803 kilogram,0.0 kilogram,16196.420076769598 kilogram,102.02764145211682 kilogram,22126.490235250796 kilogram,3502.8618332969327 kilogram,0.0 kilogram
4434420.27585358 kilogram,12149.096646174192 kilogram,05090201,1345840.31269 acre,6899834.77145781 kilogram,2526.138457864203 kilogram,3363067.828220507 kilogram,1068826.3091752084 kilogram,0.0 kilogram,18903.65690810359 kilogram,6.920927281819734 kilogram,9213.884460878102 kilogram,2928.2912580142697 kilogram,0.0 kilogram
6561654.072150185 kilogram,17977.13444424708 kilogram,05100205,2076353.32399 acre,7077133.8175648255 kilogram,6977.988682810712 kilogram,2064972.404179808 kilogram,4489703.679287566 kilogram,0.0 kilogram,19389.407719355688 kilogram,19.117777213180034 kilogram,5657.458641588515 kilogram,12300.558025445385 kilogram,0.0 kilogram
5694745.474601973 kilogram,15602.042396169789 kilogram,05120107,520207.196096 acre,271923.88202446915 kilogram,11703.787153494184 kilogram,5649964.970781622 kilogram,33076.7166668561 kilogram,0.0 kilogram,744.9969370533402 kilogram,32.06517028354571 kilogram,15479.356084333212 kilogram,90.6211415530304 kilogram,0.0 kilogram
2528655.727188552 kilogram,6927.8239101056215 kilogram,05140203,700705.838562 acre,3438372.7670441004 kilogram,54334.10661381269 kilogram,1977827.8368938179 kilogram,496493.78368092095 kilogram,0.0 kilogram,9420.199361764659 kilogram,148.86056606524025 kilogram,5418.706402448816 kilogram,1360.2569415915643 kilogram,0.0 kilogram
4909444.75682237 kilogram,13450.533580335261 kilogram,06030005,1456675.58716 acre,5554021.924280544 kilogram,167594.44075506506 kilogram,3390904.46448695 kilogram,1350945.8515803546 kilogram,0.0 kilogram,15216.498422686422 kilogram,459.1628513837399 kilogram,9290.149217772467 kilogram,3701.221511179054 kilogram,0.0 kilogram
7275642.775745857 kilogram,19933.26787875577 kilogram,04100008,502980.6492 acre,253118.7904154332 kilogram,4627.11587865131 kilogram,7235533.302636813 kilogram,35482.357230392416 kilogram,0.0 kilogram,693.4761381244746 kilogram,12.677029804524135 kilogram,19823.378911333737 kilogram,97.21193761751347 kilogram,0.0 kilogram
8951428.732133044 kilogram,24524.46227981656 kilogram,04100009,687232.055751 acre,437887.35344565 kilogram,12857.133578398256 kilogram,8866233.954585126 kilogram,72337.64396952075 kilogram,0.0 kilogram,1199.6913793031508 kilogram,35.22502350246098 kilogram,24291.051930370206 kilogram,198.18532594389248 kilogram,0.0 kilogram
17492905.736554056 kilogram,47925.76914124399 kilogram,04100011,1260775.87655 acre,947903.4020570533 kilogram,58491.24431589501 kilogram,17303974.39868537 kilogram,130440.09355278958 kilogram,0.0 kilogram,2596.9956220741187 kilogram,160.2499844271096 kilogram,47408.149037494164 kilogram,357.37011932271116 kilogram,0.0 kilogram
8024266.1524172295 kilogram,21984.290828540354 kilogram,04110001,1001617.37553 acre,2139537.3331597336 kilogram,183405.34535854598 kilogram,7421821.112488462 kilogram,419039.6945702215 kilogram,0.0 kilogram,5861.7461182458455 kilogram,502.4803982425917 kilogram,20333.756472571127 kilogram,1148.0539577266343 kilogram,0.0 kilogram
13024387.556828527 kilogram,35683.25358035213 kilogram,04140101,1150710.2181 acre,3172886.6930714473 kilogram,398786.3638763849 kilogram,11718080.421764458 kilogram,907520.7711876837 kilogram,0.0 kilogram,8692.840254990266 kilogram,1092.5653804832464 kilogram,32104.329922642348 kilogram,2486.358277226531 kilogram,0.0 kilogram
34216989.8370016 kilogram,93745.17763562081 kilogram,04140201,2211924.47655 acre,5382864.405894556 kilogram,496917.432025639 kilogram,31264082.15781038 kilogram,2455990.247165582 kilogram,0.0 kilogram,14747.573714779606 kilogram,1361.4176219880521 kilogram,85655.0196104394 kilogram,6728.740403193376 kilogram,0.0 kilogram
2764769.4143638983 kilogram,7574.710724284653 kilogram,05010007,878931.206028 acre,5354643.926548273 kilogram,1128.2918076852022 kilogram,2152371.4461877723 kilogram,611269.676368441 kilogram,0.0 kilogram,14670.257333008967 kilogram,3.0912104320142526 kilogram,5896.908071747322 kilogram,1674.7114421053177 kilogram,0.0 kilogram
914953.8378973659 kilogram,2506.722843554427 kilogram,05010009,319605.986233 acre,1384277.3288735843 kilogram,371.61007988599494 kilogram,797007.2530227657 kilogram,117574.97479471409 kilogram,0.0 kilogram,3792.5406270509156 kilogram,1.0181098079068354 kilogram,2183.5815151308652 kilogram,322.12321861565505 kilogram,0.0 kilogram
2832762.3165868646 kilogram,7760.992648183191 kilogram,05020006,1133449.38313 acre,6556421.211614868 kilogram,10248.914429006143 kilogram,1819171.0053897288 kilogram,1003342.3967681297 kilogram,0.0 kilogram,17962.797840040734 kilogram,28.07921761371546 kilogram,4984.030151752681 kilogram,2748.883278816794 kilogram,0.0 kilogram
6068545.080150869 kilogram,16626.15090452293 kilogram,05040003,798837.021705 acre,2737899.3108693063 kilogram,16467.993226444494 kilogram,5392815.290702601 kilogram,659261.7962218231 kilogram,0.0 kilogram,7501.094002381661 kilogram,45.11778966149176 kilogram,14774.836412883838 kilogram,1806.1967019775975 kilogram,0.0 kilogram
16330832.23112755 kilogram,44742.006112678224 kilogram,05060001,2052739.88898 acre,2107584.761062306 kilogram,18732.760593278002 kilogram,15689972.170952 kilogram,622127.2995822734 kilogram,0.0 kilogram,5774.204824828235 kilogram,51.322631762405486 kilogram,42986.22512589589 kilogram,1704.458355019927 kilogram,0.0 kilogram
5779455.131405523 kilogram,15834.123647686365 kilogram,05060003,725972.13005 acre,1480478.2280710135 kilogram,804.870648461891 kilogram,5475704.334853729 kilogram,302945.9259033317 kilogram,0.0 kilogram,4056.1047344411327 kilogram,2.205125064279154 kilogram,15001.929684530765 kilogram,829.9888380913197 kilogram,0.0 kilogram
8552319.107304372 kilogram,23431.01125288869 kilogram,05090202,1124827.69111 acre,2362407.403462443 kilogram,5518.637877696084 kilogram,8086865.205226251 kilogram,459935.2642004248 kilogram,0.0 kilogram,6472.3490505820355 kilogram,15.119555829304339 kilogram,22155.795082811648 kilogram,1260.0966142477391 kilogram,0.0 kilogram
4657526.7181006875 kilogram,12760.347172878595 kilogram,05120105,417061.439626 acre,277237.058403092 kilogram,4842.721824126837 kilogram,4606164.49117701 kilogram,46519.505099549984 kilogram,0.0 kilogram,759.5535846660056 kilogram,13.267731025005034 kilogram,12619.628742950714 kilogram,127.45069890287667 kilogram,0.0 kilogram
1247218.7058165001 kilogram,3417.0375501821923 kilogram,05130203,603840.089294 acre,2162612.441779497 kilogram,7554.674949192324 kilogram,472920.0195340538 kilogram,766744.011333254 kilogram,0.0 kilogram,5924.96559391643 kilogram,20.697739586828284 kilogram,1295.671286394668 kilogram,2100.668524200696 kilogram,0.0 kilogram
949878.5444060774 kilogram,2602.4069709755545 kilogram,05130204,555894.085138 acre,2873607.1467121076 kilogram,4246.6259810883475 kilogram,323978.6842023141 kilogram,621653.234222675 kilogram,0.0 kilogram,7872.896292361938 kilogram,11.634591729009172 kilogram,887.6128334309976 kilogram,1703.159545815548 kilogram,0.0 kilogram
2258175.678647115 kilogram,6186.782681224972 kilogram,06010108,1122949.69954 acre,6247092.477388335 kilogram,5435.5670817325745 kilogram,789756.4831722603 kilogram,1462983.628393122 kilogram,0.0 kilogram,17115.321855858452 kilogram,14.891964607486505 kilogram,2163.716392252768 kilogram,4008.174324364718 kilogram,0.0 kilogram
10105607.951329155 kilogram,27686.59712692919 kilogram,05120109,920862.322108 acre,570288.2555007187 kilogram,10140.099820052095 kilogram,9999630.784411525 kilogram,95837.06709757831 kilogram,0.0 kilogram,1562.433576714298 kilogram,27.781095397403 kilogram,27396.248724415138 kilogram,262.5673071166529 kilogram,0.0 kilogram
16194072.42923661 kilogram,44367.321723935915 kilogram,05120112,1562668.67057 acre,1779862.924228404 kilogram,32585.821957669956 kilogram,15985093.148630029 kilogram,176393.45864891147 kilogram,0.0 kilogram,4876.336778707956 kilogram,89.27622454156152 kilogram,43794.77574967131 kilogram,483.26974972304515 kilogram,0.0 kilogram
13092765.571564807 kilogram,35870.59060702687 kilogram,05120114,1374846.11822 acre,1965940.7670544907 kilogram,45080.420559656646 kilogram,12631827.526813395 kilogram,415857.6241917562 kilogram,0.0 kilogram,5386.139087820523 kilogram,123.50800153330589 kilogram,34607.746648803826 kilogram,1139.335956689743 kilogram,0.0 kilogram
4755870.513247762 kilogram,13029.78222807606 kilogram,05140204,755440.798784 acre,2240433.4902224047 kilogram,26323.23834321593 kilogram,4275014.190230947 kilogram,454533.0846735997 kilogram,0.0 kilogram,6138.173945814808 kilogram,72.11846121429022 kilogram,11712.367644468348 kilogram,1245.2961223934237 kilogram,0.0 kilogram
1203955.1478436375 kilogram,3298.50725436613 kilogram,06010205,1266765.29008 acre,7386519.279012669 kilogram,2910.8867399648057 kilogram,99639.61545779329 kilogram,1101404.6456458794 kilogram,0.0 kilogram,20237.039120582653 kilogram,7.975032164287139 kilogram,272.98524782957065 kilogram,3017.5469743722724 kilogram,0.0 kilogram
1903476.3703177865 kilogram,5215.003754295305 kilogram,06020001,1197045.28537 acre,6219324.932491733 kilogram,25997.1325260204 kilogram,969384.6786919603 kilogram,908094.5590998058 kilogram,0.0 kilogram,17039.246390388307 kilogram,71.22502061923397 kilogram,2655.848434772494 kilogram,2487.9302989035773 kilogram,0.0 kilogram
